Unnamed: 0,Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,random_var
12005,G. Singh Sandhu,Gurpreet Singh Sandhu,63,64,350000,GK,GK,India,https://cdn.sofifa.net/players/225/213/23_60.png,30,197,92,1092,346,Bengaluru FC,500,499000,GK,2023,1,2017,-,Right,2,1,1,-,-,-,-,Medium,Medium,0.8738827319107003
12006,M. Al Saiari,Mohammed Al Saiari,63,63,475000,ST,ST,Saudi Arabia,https://cdn.sofifa.net/players/221/373/23_60.png,29,182,80,1659,354,Al Ittihad,9000,808000,SUB,2024,80,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.8230840813111241
12007,Diego Sánchez,Diego Sánchez Pérez,63,76,1100000,LB,LB,Spain,https://cdn.sofifa.net/players/271/805/23_60.png,18,177,73,1519,324,Real Sporting de Gijón,600,2400000,RES,2023,32,2021,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,High,0.563944822004074
12010,S. Paintsil,Seth Paintsil,63,64,575000,"LM,ST,RM",LM,Ghana,https://cdn.sofifa.net/players/245/436/23_60.png,26,167,66,1594,345,TSV Egger Glas Hartberg,2000,877000,SUB,2023,30,2021,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,High,Low,0.47255737294388345
12011,A. Blomqvist,Andreas Blomqvist,63,63,450000,"CM,CDM",CAM,Sweden,https://cdn.sofifa.net/players/208/316/23_60.png,30,182,70,1770,364,Mjällby AIF,950,563000,SUB,2022,23,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/se.png,-,-,Low,Medium,0.8135631428077442
12013,Roger Martínez,Roger Martínez Santamaría,63,78,1100000,CM,CAM,Spain,https://cdn.sofifa.net/players/265/660/23_60.png,18,177,67,1716,363,RCD Espanyol de Barcelona,1000,3000000,RES,2023,37,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,0.6111919740355295
12014,S. Mailat,Sebastian Mailat,63,67,700000,"LW,RW,CF",LW,Romania,https://cdn.sofifa.net/players/244/154/23_60.png,24,170,62,1586,336,FC Botoşani,2000,998000,RW,2025,26,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,High,Low,0.55188977440228
12015,O. Buur,Oskar Buur,63,70,925000,RB,RB,Denmark,https://cdn.sofifa.net/players/229/050/23_60.png,24,180,70,1543,337,FC Volendam,2000,1500000,SUB,2024,2,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,High,Medium,0.7184330540139708
12019,J. Bartels,Jan-Christoph Bartels,63,70,825000,GK,GK,Germany,https://cdn.sofifa.net/players/245/176/23_60.png,23,188,80,900,356,SV Waldhof Mannheim 07,900,1400000,SUB,2023,23,2020,-,Right,4,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.765744896579155
12021,A. Brody,Andrew Brody,63,64,500000,"LB,RM",LB,United States,https://cdn.sofifa.net/players/233/656/23_60.png,27,178,61,1609,350,Real Salt Lake,2000,763000,LB,2024,2,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,0.8741992354684163
12022,F. Schubert,Fabian Schubert,63,63,525000,ST,ST,Austria,https://cdn.sofifa.net/players/229/816/23_60.png,27,194,84,1561,348,FC St. Gallen 1879,3000,761000,CAM,2023,7,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/at.png,-,-,High,Low,0.9166648146727248
12023,S. Mandash,Sultan Mandash,63,63,500000,"RM,LM",RM,Saudi Arabia,https://cdn.sofifa.net/players/225/976/23_60.png,27,172,71,1554,334,Al Fayha,5000,825000,RM,2023,27,2021,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,High,Medium,0.4226122770715297
12025,J. Ayunga,Jonah Ayunga,63,66,650000,"ST,RW",ST,Kenya,https://cdn.sofifa.net/players/233/665/23_60.png,25,185,78,1618,354,St. Mirren,2000,1200000,ST,2024,7,2022,-,Right,3,2,1,-,-,-,-,High,Medium,0.6418476032129194
12026,L. Moult,Louis Moult,63,63,475000,ST,ST,England,https://cdn.sofifa.net/players/194/925/23_60.png,30,183,85,1612,323,Motherwell,2000,0,SUB,2023,21,2021,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.676227416168389
12027,T. Bayliss,Tom Bayliss,63,69,700000,CDM,RM,England,https://cdn.sofifa.net/players/239/553/23_60.png,23,183,78,1710,372,Shrewsbury Town,2000,1400000,RW,2024,20,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.7240670632903209
12029,N. Beloko,Nicky Beloko,63,74,1100000,"CM,RM,LM",CDM,Switzerland,https://cdn.sofifa.net/players/252/967/23_60.png,22,184,82,1706,385,FC Luzern,3000,1800000,SUB,2025,18,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,0.4280987333459424
12030,Y. Moses,Yaw Moses,63,70,950000,"CM,CDM",CDM,Ghana,https://cdn.sofifa.net/players/262/440/23_60.png,23,170,66,1729,351,FC Arouca,2000,2100000,RES,2024,17,2017,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gh.png,-,-,High,High,0.4289151459820143
12031,B. Thoelke,Bjarne Thoelke,63,63,400000,CB,CB,Germany,https://cdn.sofifa.net/players/205/096/23_60.png,30,191,84,1392,294,1. FC Saarbrücken,2000,580000,CB,2023,16,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Low,Medium,0.500536735661899
12032,T. Seto,Takayuki Seto,63,63,90000,"CDM,CM",CDM,Japan,https://cdn.sofifa.net/players/230/696/23_60.png,36,181,73,1711,354,Petrolul Ploiești,1000,122000,SUB,2023,11,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/jp.png,-,-,High,High,0.5187667753058401
12033,B. Mrozek,Bartosz Mrozek,63,74,925000,GK,GK,Poland,https://cdn.sofifa.net/players/235/304/23_60.png,22,191,82,966,350,PGE FKS Stal Mielec,1000,0,SUB,2023,41,2016,YES,Right,3,1,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium,0.8764214460594443
12034,K. Paredes,Kevin Paredes,63,77,1100000,"LM,LB",LM,United States,https://cdn.sofifa.net/players/255/272/23_60.png,19,168,55,1610,347,VfL Wolfsburg,5000,2600000,SUB,2026,40,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,Medium,0.9227856748592737
12035,J. Hoekstra,Jan Hoekstra,63,71,925000,GK,GK,Netherlands,https://cdn.sofifa.net/players/240/681/23_60.png,23,190,75,900,332,FC Groningen,1000,1500000,SUB,2024,16,2017,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium,0.919780229315167
12036,A. Luzayadio,Arnaud Luzayadio,63,72,1000000,RB,RB,France,https://cdn.sofifa.net/players/251/177/23_60.png,22,176,72,1579,343,FC Emmen,2000,1700000,SUB,2023,29,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,0.6178215866034328
12037,B. Voll,Ben Voll,63,70,825000,GK,GK,Germany,https://cdn.sofifa.net/players/251/433/23_60.png,21,195,85,849,344,Viktoria Köln,750,1400000,SUB,2024,1,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.6374573005994176
12038,Noel,Noel López de la Fuente,63,81,1300000,ST,ST,Spain,https://cdn.sofifa.net/players/264/490/23_60.png,19,182,68,1532,323,Real Madrid CF,15000,3500000,RES,2026,29,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,0.9876309787447364
12040,A. Sorrentino,Alessandro Sorrentino,63,78,1000000,GK,GK,Italy,https://cdn.sofifa.net/players/271/146/23_60.png,20,190,80,908,358,AC Monza,4000,2300000,RES,2027,91,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,0.5452919397674111
12041,X. Mbuyamba,Xavier Mbuyamba,63,75,1100000,CB,CB,Netherlands,https://cdn.sofifa.net/players/271/658/23_60.png,20,195,85,1407,310,FC Volendam,1000,1800000,CB,2025,31,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium,0.7024897548327896
12045,D. Paz,Darluis Paz,63,75,1200000,"ST,LW,RW",CAM,Venezuela,https://cdn.sofifa.net/players/259/882/23_60.png,20,174,73,1666,355,Deportivo La Guaira FC,500,2800000,SUB,2023,7,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium,0.4527197438956819
12047,A. Jaakkola,Anssi Jaakkola,63,63,50000,GK,GK,Finland,https://cdn.sofifa.net/players/157/734/23_60.png,35,195,88,1135,364,Bristol Rovers,1000,88000,SUB,2023,32,2019,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/fi.png,-,-,Medium,Medium,0.7095192662321899
12049,Y. Van Genechten,Yentl Van Genechten,63,71,1000000,"RB,CB",RWB,Belgium,https://cdn.sofifa.net/players/263/206/23_60.png,21,191,75,1562,340,KAS Eupen,2000,1700000,RM,2025,2,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/be.png,-,-,High,Medium,0.6578118574650519
12050,Hernandes,Hernandes Rodrigues Da Silva,63,72,1100000,"ST,LW,LM",RM,Brazil,https://cdn.sofifa.net/players/257/386/23_60.png,22,183,75,1550,345,Incheon United FC,1000,1600000,ST,2026,98,2022,-,Right,5,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,0.8867995708870596
12051,M. Corryn,Milan Corryn,63,67,700000,"RM,ST,CAM",CAM,Belgium,https://cdn.sofifa.net/players/242/283/23_60.png,23,180,79,1716,367,Warta Poznań,900,998000,SUB,2023,10,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/be.png,-,-,Medium,Medium,0.6745591214640536
12052,J. Nelson,Jayden Nelson,63,77,1100000,"LM,RM,CM",CAM,Canada,https://cdn.sofifa.net/players/255/339/23_60.png,19,170,66,1662,361,Toronto FC,1000,2300000,SUB,2022,11,2020,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/ca.png,-,-,Medium,Medium,0.6362200819377213
12055,S. Güler,Semih Güler,63,66,550000,"CB,RB",CB,Turkey,https://cdn.sofifa.net/players/263/020/23_60.png,27,184,83,1474,317,Adana Demirspor,4000,1100000,SUB,2025,4,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,High,0.45977125782282213
12056,C. Clay,Craig Clay,63,63,450000,"CM,CDM",CDM,England,https://cdn.sofifa.net/players/198/252/23_60.png,30,175,75,1721,366,Leyton Orient,4000,788000,SUB,2023,8,2017,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.7380232304040759
12057,P. Koronkiewicz,Patrick Koronkiewicz,63,63,350000,"RB,RM",RB,Germany,https://cdn.sofifa.net/players/251/500/23_60.png,31,185,77,1717,380,Viktoria Köln,1000,508000,RB,2023,28,2014,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.4609072416849501
12059,T. Ali,Taha Abdi Ali,63,69,750000,LM,RM,Sweden,https://cdn.sofifa.net/players/260/972/23_60.png,24,174,63,1429,316,Helsingborgs IF,800,1100000,LM,2025,11,2022,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/se.png,-,-,High,Medium,0.6974401561524808
12061,M. Mansilla,Matías Mansilla,63,67,525000,GK,GK,Argentina,https://cdn.sofifa.net/players/263/204/23_60.png,26,188,80,921,347,Patronato,2000,801000,SUB,2022,34,2021,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,0.8138065750397585
12062,Naim García,Naim García García,63,75,1200000,"RM,LM",RM,Spain,https://cdn.sofifa.net/players/264/228/23_60.png,20,180,75,1519,330,CD Leganés,2000,2200000,SUB,2027,27,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,0.6868487484830809
12063,D. Takáč,Dalibor Takáč,63,70,950000,CM,CDM,Slovakia,https://cdn.sofifa.net/players/269/348/23_60.png,24,178,70,1688,367,Korona Kielce,1000,1500000,SUB,2024,8,2022,-,Right,3,2,1,-,-,-,-,Medium,Medium,0.4261045234439611
12066,Y. Barası,Yusuf Barası,63,76,1100000,"ST,LW",ST,Turkey,https://cdn.sofifa.net/players/259/621/23_60.png,19,182,72,1576,339,AZ Alkmaar,2000,2300000,SUB,2025,17,2020,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,High,Medium,0.6871234704315519
12067,D. Cancola,David Cancola,63,65,550000,"CDM,CM",CDM,Austria,https://cdn.sofifa.net/players/237/867/23_60.png,25,183,73,1589,345,Ross County FC,2000,1000000,CDM,2023,4,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/at.png,-,-,Medium,Medium,0.4939820563459708
12068,B. Haunstrup,Brandon Haunstrup,63,66,575000,LB,LWB,England,https://cdn.sofifa.net/players/229/676/23_60.png,25,172,74,1631,347,Cambridge United,2000,1000000,SUB,2024,3,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.6652234204075572
12069,R. Farro,Ricardo Farro,63,63,50000,GK,GK,Peru,https://cdn.sofifa.net/players/254/401/23_60.png,37,179,80,1111,355,FBC Melgar,500,110000,RES,2022,1,2021,-,Right,2,1,1,-,https://cdn.sofifa.net/flags/pe.png,-,-,Medium,Medium,0.7797806597181675
12070,T. Bishop,Ted Bishop,63,65,600000,"CM,RB",CAM,England,https://cdn.sofifa.net/players/222/256/23_60.png,25,178,67,1745,370,Lincoln City,2000,1100000,LW,2023,10,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,0.4355503412263836
12071,J. Chianese,Joel Chianese,63,63,375000,"CAM,RW",RM,Australia,https://cdn.sofifa.net/players/203/569/23_60.png,32,176,75,1662,359,Hyderabad FC,500,506000,CAM,2023,7,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Medium,Medium,0.4297200401981678
12072,O. Kobacki,Olaf Kobacki,63,73,1100000,"LM,RM",RM,Poland,https://cdn.sofifa.net/players/270/129/23_60.png,20,178,73,1619,359,Miedź Legnica,850,1700000,LM,2026,79,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,High,Medium,0.512794754170048
12075,B. Hamill,Brendan Hamill,63,63,400000,CB,CB,Australia,https://cdn.sofifa.net/players/199/218/23_60.png,29,185,79,1505,314,ATK Mohun Bagan FC,850,540000,CB,2023,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/au.png,-,-,Low,High,0.8732065659413313
12079,Gonçalo Costa,Gonçalo Faria Costa,63,71,1000000,LB,LB,Portugal,https://cdn.sofifa.net/players/269/874/23_60.png,22,178,68,1516,330,Portimonense SC,2000,2300000,SUB,2025,19,2022,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,High,0.802103661562797
12081,I. El Kadiri,Ibrahim El Kadiri,63,71,1100000,LW,LW,Morocco,https://cdn.sofifa.net/players/269/274/23_60.png,20,170,62,1483,316,FC Volendam,2000,1800000,SUB,2024,34,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ma.png,-,-,Medium,Low,0.7747988205473864
12082,F. Saavedra,Fernando Saavedra,63,63,150000,"CM,CDM",CDM,Chile,https://cdn.sofifa.net/players/214/746/23_60.png,36,174,82,1688,364,CD Everton de Viña del Mar,800,203000,SUB,2022,23,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/cl.png,-,-,Medium,Medium,0.6160307460405028
12083,Koo Bon Chul,Bon Chul Koo,63,73,1100000,"RM,CM,RW",RM,Korea Republic,https://cdn.sofifa.net/players/254/914/23_60.png,22,173,70,1647,349,Seongnam FC,1000,1600000,RW,2026,23,2022,-,Right,3,3,1,-,-,-,-,Medium,Medium,0.9106772784222326
12084,O. Urhoghide,Osaze Urhoghide,63,70,900000,"CB,RB",CB,England,https://cdn.sofifa.net/players/244/674/23_60.png,21,188,80,1532,344,KV Oostende,7000,0,CB,2023,2,2021,YES,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,0.40839293136946575
12086,V. Chatziemmanouil,Vassilis Chatziemmanouil,63,71,925000,GK,GK,Greece,https://cdn.sofifa.net/players/258/241/23_60.png,22,187,83,943,338,AEK Athens,500,2200000,SUB,2026,61,2018,-,Left,2,1,1,-,https://cdn.sofifa.net/flags/gr.png,-,-,Medium,Medium,0.9940285898774243
12087,R. Rivas,Renné Rivas,63,81,1200000,"LB,LM",LWB,Venezuela,https://cdn.sofifa.net/players/256/193/23_60.png,19,178,78,1631,360,Caracas Fútbol Club,500,3300000,SUB,2023,29,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,Medium,Medium,0.9621664531777676
12088,S. Drljača,Stefan Drljača,63,70,825000,GK,GK,Germany,https://cdn.sofifa.net/players/258/864/23_60.png,23,192,92,970,334,SG Dynamo Dresden,1000,1400000,SUB,2024,23,2022,-,Right,3,1,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,0.9472838287858217
12090,F. Delli Carri,Filippo Delli Carri,63,73,1000000,CB,CB,Italy,https://cdn.sofifa.net/players/237/612/23_60.png,23,191,80,1261,271,Como,700,1800000,SUB,2024,33,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,High,0.7214094101987211
12092,O. Otasowie,Owen Otasowie,63,73,1000000,"CDM,CB,RM",CB,United States,https://cdn.sofifa.net/players/242/732/23_60.png,21,191,91,1610,359,Club Brugge KV,3000,1600000,SUB,2025,8,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,0.632188058312107
12093,A. Frączczak,Adam Frączczak,63,63,230000,"ST,CAM,RM",ST,Poland,https://cdn.sofifa.net/players/209/453/23_60.png,34,180,76,1764,369,Korona Kielce,1000,311000,SUB,2023,9,2021,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,High,High,0.837119366014378
12095,D. Ferguson,David Ferguson,63,63,425000,"LWB,LB",LWB,England,https://cdn.sofifa.net/players/213/805/23_60.png,28,178,76,1725,358,Hartlepool United,2000,744000,LB,2024,3,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.6639319850819585
12098,C. Irobiso,Christian Irobiso,63,63,475000,ST,ST,Nigeria,https://cdn.sofifa.net/players/207/918/23_60.png,29,190,84,1611,351,Petrolul Ploiești,2000,641000,SUB,2024,9,2022,-,Right,4,2,1,-,-,-,-,Medium,Low,0.4412591591957489
12099,H. Boateng,Hiram Boateng,63,65,600000,"CM,RW",CDM,England,https://cdn.sofifa.net/players/212/782/23_60.png,26,183,80,1755,381,Mansfield Town,4000,1100000,SUB,2025,44,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,0.6836311973435665
12100,W. Omsberg,Wyatt Omsberg,63,66,550000,CB,CB,United States,https://cdn.sofifa.net/players/242/734/23_60.png,26,193,82,1283,273,Chicago Fire Football Club,2000,839000,SUB,2022,20,2020,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Low,Medium,0.9582187706906594
12101,R. Alebiosu,Ryan Alebiosu,63,72,1000000,RWB,RWB,England,https://cdn.sofifa.net/players/260/142/23_60.png,20,188,78,1618,354,Kilmarnock,9000,0,RWB,2023,25,2020,YES,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.9006572489032618
12102,A. Nagalo,Adamo Nagalo,63,75,1100000,CB,CB,Côte d'Ivoire,https://cdn.sofifa.net/players/261/422/23_60.png,19,185,75,1462,318,FC Nordsjælland,1000,1600000,CB,2023,39,2021,-,Right,2,2,1,-,-,-,-,Medium,Medium,0.5290803278047426
12104,Guilherme Silva,Guilherme Silva Souza,63,71,1000000,"CB,LB",CB,Brazil,https://cdn.sofifa.net/players/266/799/23_60.png,21,190,75,1376,296,Gil Vicente FC,2000,2300000,RES,2025,33,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,0.890168296701583
12107,K. Holzweiler,Kevin Holzweiler,63,63,500000,RM,RM,Germany,https://cdn.sofifa.net/players/248/879/23_60.png,27,164,60,1551,331,Rot-Weiß Essen,1000,725000,SUB,2023,10,2021,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Low,0.5828564492352889
12108,A. Newby,Alex Newby,63,63,525000,"RM,CAM",RM,England,https://cdn.sofifa.net/players/257/839/23_60.png,26,173,70,1645,351,Colchester United,4000,919000,RM,2024,19,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,0.5488904001270859
12111,T. Barlow,Tom Barlow,63,63,525000,ST,ST,United States,https://cdn.sofifa.net/players/243/459/23_60.png,26,188,84,1666,361,New York Red Bulls,2000,788000,SUB,2022,74,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,High,Medium,0.9779315095065821
12112,C. Gondo,Cedric Diomandè Gondo,63,68,725000,ST,ST,Côte d'Ivoire,https://cdn.sofifa.net/players/230/940/23_60.png,25,187,75,1445,311,Ascoli,3000,0,SUB,2023,15,2022,YES,Right,3,2,1,-,-,-,-,Medium,Low,0.7708412926910936
12113,Leândro,Leândro Messias dos Santos,63,63,110000,"LWB,CB",LWB,Brazil,https://cdn.sofifa.net/players/224/286/23_60.png,38,183,77,1693,361,PGE FKS Stal Mielec,650,149000,SUB,2023,6,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,0.44848307495247086
12114,Pedro Justiniano,P. Justiniano Almeida Gomes,63,71,1000000,CB,CB,Portugal,https://cdn.sofifa.net/players/270/366/23_60.png,22,190,83,1375,305,Radomiak Radom,1000,1600000,SUB,2025,3,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,Medium,Medium,0.8957357144767171
12116,Ł. Poręba,Łukasz Poręba,63,72,1000000,"CDM,CM",CDM,Poland,https://cdn.sofifa.net/players/246/301/23_60.png,22,180,70,1676,357,Racing Club de Lens,5000,2100000,SUB,2027,13,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/pl.png,-,-,Medium,Medium,0.9850318204582568
12117,S. Stubbs,Sam Stubbs,63,70,900000,CB,CB,England,https://cdn.sofifa.net/players/237/341/23_60.png,23,190,72,1436,325,Exeter City,2000,1800000,SUB,2023,4,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,0.6130112236941142
12120,R. Raposo,Ryan Raposo,63,69,750000,"LM,RM,CAM",CAM,Canada,https://cdn.sofifa.net/players/255/772/23_60.png,23,170,64,1614,348,Vancouver Whitecaps FC,2000,1300000,SUB,2022,27,2020,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/ca.png,-,-,High,Medium,0.9355452295122876
12121,T. Gray,Tayvon Gray,63,77,1100000,"RB,CB,CDM",RWB,United States,https://cdn.sofifa.net/players/254/492/23_60.png,19,180,74,1545,345,New York City FC,900,2300000,RB,2022,24,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,High,0.4681216901572276
12122,A. Cruz,Allan Cruz,63,66,625000,"CM,CDM",RM,Costa Rica,https://cdn.sofifa.net/players/247/580/23_60.png,26,165,66,1793,382,FC Cincinnati,2000,953000,SUB,2022,8,2019,-,Right,3,3,1,-,-,-,-,High,High,0.6954355204971417
12123,S. Álvarez,Sebastián Álvarez,63,70,875000,CB,CB,Bolivia,https://cdn.sofifa.net/players/265/756/23_60.png,20,189,77,1513,322,Club Deportivo Oriente Petrolero,500,2100000,SUB,2027,27,2021,-,Right,3,2,1,-,-,-,-,Medium,High,0.6599564264779533
12128,E. Poku,Ernest Poku,63,83,1300000,RW,RM,Netherlands,https://cdn.sofifa.net/players/264/219/23_60.png,18,173,63,1514,335,AZ Alkmaar,1000,3300000,SUB,2026,21,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,High,Medium,0.8155238117329303
12129,T. Fayulu,Timothy Fayulu,63,71,925000,GK,GK,Switzerland,https://cdn.sofifa.net/players/248/858/23_60.png,22,192,84,874,337,FC Winterthur,3000,0,SUB,2023,1,2018,YES,Right,3,1,1,-,https://cdn.sofifa.net/flags/ch.png,-,-,Medium,Medium,0.9013073167949684
12132,Kang Seong Jin,Seong Jin Kang,63,83,1300000,"RW,RM",LM,Korea Republic,https://cdn.sofifa.net/players/261/401/23_60.png,19,178,76,1556,336,FC Seoul,1000,2900000,RM,2022,29,2021,-,Left,3,4,1,-,-,-,-,Medium,Medium,0.48640511812515896
12133,Z. Al Bawardi,Zaid Al Bawardi,63,68,550000,GK,GK,Saudi Arabia,https://cdn.sofifa.net/players/235/545/23_60.png,25,187,80,1001,347,Al Shabab,5000,976000,RES,2023,20,2020,-,Left,3,1,1,-,https://cdn.sofifa.net/flags/sa.png,-,-,Medium,Medium,0.6516384503805752
12135,O. Hoban,Ovidiu Hoban,63,63,90000,CDM,CB,Romania,https://cdn.sofifa.net/players/168/990/23_60.png,39,183,83,1678,337,CFR Cluj,2000,126000,SUB,2023,28,2017,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ro.png,-,-,High,High,0.8222260794073174
12136,E. Tatlı,Efe Tatlı,63,73,1000000,"CM,CDM",CM,Turkey,https://cdn.sofifa.net/players/257/822/23_60.png,19,180,72,1724,362,Fatih Karagümrük S.K.,3000,2200000,RES,2024,14,2019,-,Left,4,2,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,Medium,Medium,0.6133933231726583
12138,T. Lezcano,Tomás Lezcano,63,63,425000,"LB,CB",LB,Paraguay,https://cdn.sofifa.net/players/265/503/23_60.png,30,180,84,1476,324,General Caballero (JLM),500,914000,LB,2022,24,2021,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/py.png,-,-,Medium,Medium,0.4430123862939038
12139,E. Shikavka,Evgeniy Shikavka,63,63,475000,ST,ST,Belarus,https://cdn.sofifa.net/players/269/346/23_60.png,29,185,80,1571,339,Korona Kielce,1000,641000,SUB,2023,99,2022,-,Right,2,2,1,-,-,-,-,Medium,Low,0.7928633610392439
